,blockNumber,timeStamp,blockReward
1938,9321087,2020-01-20 22:32:21,2003804290000000000
1939,9321056,2020-01-20 22:25:25,2007129008000000000
1940,9321047,2020-01-20 22:23:50,2007518850900000000
1941,9320988,2020-01-20 22:10:59,2059432476306088094
1942,9320833,2020-01-20 21:37:47,2029237855053234918
1943,9320648,2020-01-20 20:58:20,2023106455095562205
1944,9320603,2020-01-20 20:47:49,2045009206633596443
1945,9320586,2020-01-20 20:45:02,2012973836533073274
1946,9320474,2020-01-20 20:20:53,2036562169012503211
1947,9320402,2020-01-20 20:06:13,2028827130877511263
1948,9320305,2020-01-20 19:44:38,2043901828939932541
1949,9320278,2020-01-20 19:38:47,2060045746751029750
1950,9320204,2020-01-20 19:21:34,2039470523012232424
1951,9320171,2020-01-20 19:10:32,2062500000000000000
1952,9320109,2020-01-20 18:58:02,2026296731000000000
1953,9320087,2020-01-20 18:49:50,2114929397952218450
1954,9320047,2020-01-20 18:40:28,2125131935260110000
1955,9319990,2020-01-20 18:28:28,2025133192226423000
1956,9319964,2020-01-20 18:23:16,2068369432394425396
1957,9319912,2020-01-20 18:11:44,2000105000000000000
1958,9319878,2020-01-20 18:04:33,2011194341238757250
1959,9319864,2020-01-20 18:01:35,2032911131900056898
1960,9319801,2020-01-20 17:45:45,2033600795162395984
1961,9319783,2020-01-20 17:42:10,2015866590800000000
1962,9319717,2020-01-20 17:28:44,2083379324093465153
1963,9319647,2020-01-20 17:14:03,2026533750177829869
1964,9319536,2020-01-20 16:54:39,2022285534399296758
1965,9319456,2020-01-20 16:38:58,2037292262945996426
1966,9319397,2020-01-20 16:26:41,2057157585806340283
1967,9319191,2020-01-20 15:38:42,2074784413689398501
1968,9319188,2020-01-20 15:38:16,2067925816127569767
1969,9319150,2020-01-20 15:30:05,2051925429100000000
1970,9319141,2020-01-20 15:28:06,2003507000000000000
1971,9319087,2020-01-20 15:14:59,2027747825193569455
1972,9318987,2020-01-20 14:49:37,2018303737355872320
1973,9318982,2020-01-20 14:48:27,2083994802065955462
1974,9318787,2020-01-20 14:06:20,2072225727767204470
1975,9318574,2020-01-20 13:21:49,2021375654838691648
1976,9318541,2020-01-20 13:14:00,2047268674600093608
1977,9318213,2020-01-20 12:02:45,2096280660194014641
1978,9318025,2020-01-20 11:21:46,2089052460920746725
1979,9317829,2020-01-20 10:41:21,2100973084594618539
1980,9317769,2020-01-20 10:26:21,2056716762976732223
1981,9317505,2020-01-20 09:24:41,2039034465437491593
1982,9317386,2020-01-20 08:58:16,2090779021250000000
1983,9316873,2020-01-20 07:05:58,2028866964917706611
1984,9316585,2020-01-20 06:08:07,2075755762754141713
1985,9316566,2020-01-20 06:03:59,2054297074403526289
1986,9316552,2020-01-20 06:01:19,2049640600595293738
1987,9316487,2020-01-20 05:43:16,2105408261604493742
1988,9316404,2020-01-20 05:26:29,2043698263253342000
1989,9316392,2020-01-20 05:23:21,2077176835462175729
1990,9316338,2020-01-20 05:08:13,2018608413600000000
1991,9316293,2020-01-20 04:59:27,2014603244175752800
1992,9316138,2020-01-20 04:25:38,2004210916900000000
1993,9316097,2020-01-20 04:16:14,2001896073600000000
1994,9316030,2020-01-20 04:02:19,2086038289783160472
1995,9315687,2020-01-20 02:42:41,2003035090000000000
1996,9315599,2020-01-20 02:22:00,2010553004099864542
1997,9315193,2020-01-20 00:54:38,2012745555301600000
1998,9315179,2020-01-20 00:51:32,2126229508200333434
1999,9315175,2020-01-20 00:50:26,2050353776647171954
2000,9315133,2020-01-20 00:39:23,2024408591685022000
2001,9314960,2020-01-19 23:59:23,2028981652960112690
2002,9314894,2020-01-19 23:46:54,2024328247259760322
2003,9314842,2020-01-19 23:35:48,2033855659650241808
2004,9314680,2020-01-19 22:57:26,2088441703712231170
2005,9314670,2020-01-19 22:54:51,2085022510054029411
2006,9314625,2020-01-19 22:45:25,2016443963550000000
2007,9314440,2020-01-19 22:01:52,2025167242210318418
2008,9314439,2020-01-19 22:01:48,2043496805617001476
2009,9314335,2020-01-19 21:39:09,2020805499758261681
2010,9314168,2020-01-19 21:08:07,2081134153267604870
2011,9313969,2020-01-19 20:25:30,2028064444410104045
2012,9313861,2020-01-19 20:00:20,2036108290740832037
2013,9313521,2020-01-19 18:45:45,2033880128193928302
2014,9313461,2020-01-19 18:33:33,2001296865500000000
2015,9313383,2020-01-19 18:19:19,2047261523828012020
2016,9313310,2020-01-19 18:05:45,2016766187172932050
2017,9313234,2020-01-19 17:49:25,2012875169416720000
2018,9313209,2020-01-19 17:44:02,2047609384529945868
2019,9313199,2020-01-19 17:42:35,2000000000000000000
2020,9313158,2020-01-19 17:32:55,2020091645492115700
2021,9313083,2020-01-19 17:17:45,2014423050344851510
2022,9313074,2020-01-19 17:15:47,2010894934659847547
2023,9312963,2020-01-19 16:55:35,2021617124299936297
2024,9312866,2020-01-19 16:35:38,2070947517454598889
2025,9312644,2020-01-19 15:44:54,2097410001087200000
2026,9312530,2020-01-19 15:21:04,2134875323309931984
2027,9312463,2020-01-19 15:01:39,2031591217463958618
2028,9312333,2020-01-19 14:31:14,2000000000000000000
2029,9312296,2020-01-19 14:22:44,2003801000000000000
2030,9312262,2020-01-19 14:17:25,2069000455968864654
2031,9311922,2020-01-19 13:00:33,2121420491839415352
2032,9311880,2020-01-19 12:51:59,2171050933465486922
2033,9311819,2020-01-19 12:39:48,2032521977492946894
2034,9311619,2020-01-19 11:57:20,2011130659800000000
2035,9311516,2020-01-19 11:36:38,2150694610919845989
2036,9311199,2020-01-19 10:25:41,2045945024890420808
2037,9311198,2020-01-19 10:25:28,2039982922935319616
2038,9311193,2020-01-19 10:24:56,2060431542358638124
2039,9311170,2020-01-19 10:21:19,2006764586776580414
2040,9311141,2020-01-19 10:13:51,2125160107667112688
2041,9311138,2020-01-19 10:13:01,2077930079696430379
2042,9311036,2020-01-19 09:50:27,2139696014780191250
2043,9310972,2020-01-19 09:35:58,2109236294649330444
2044,9310881,2020-01-19 09:16:34,2069244033212251892
2045,9310879,2020-01-19 09:16:04,2092091372056288813
2046,9310444,2020-01-19 07:37:50,2072987436784000000
2047,9310417,2020-01-19 07:31:33,2119226839823141267
2048,9310409,2020-01-19 07:29:25,2019485329000041922
2049,9310340,2020-01-19 07:15:17,2088305701508471767
2050,9310312,2020-01-19 07:07:56,2004432718437500000
2051,9309957,2020-01-19 05:48:45,2001050000000000000
2052,9309917,2020-01-19 05:41:55,2023115804044740618
2053,9309740,2020-01-19 04:58:22,2035003319861767584
2054,9309736,2020-01-19 04:56:52,2053474927119603520
2055,9309548,2020-01-19 04:14:39,2077983578234284788
2056,9309528,2020-01-19 04:10:41,2018353882470000000
2057,9309457,2020-01-19 03:52:50,2128046822270901733
2058,9309339,2020-01-19 03:28:18,2133573516917694762
2059,9309303,2020-01-19 03:20:40,2050747841483594672
2060,9309199,2020-01-19 02:59:01,2035751197918522000
2061,9309198,2020-01-19 02:58:53,2025574135628470000
2062,9309106,2020-01-19 02:37:37,2047844081241359565
2063,9309046,2020-01-19 02:23:00,2000861000000000000
2064,9308837,2020-01-19 01:33:04,2032172096954077770
2065,9308522,2020-01-19 00:24:30,2022094709817337108
2066,9308448,2020-01-19 00:10:22,2010000837600000000
2067,9308377,2020-01-18 23:55:57,2016397105928671859
2068,9308335,2020-01-18 23:45:23,2048236998033158368
2069,9308086,2020-01-18 22:47:21,2036566931015045144
2070,9308065,2020-01-18 22:42:22,2079605892789370213
2071,9307937,2020-01-18 22:15:14,2019878205900000000
2072,9307909,2020-01-18 22:09:23,2021395245700593920
2073,9307859,2020-01-18 21:57:55,2016186651644952051
2074,9307831,2020-01-18 21:52:12,2006189987311084112
2075,9307712,2020-01-18 21:26:04,2037768142635401203
2076,9307708,2020-01-18 21:25:29,2026990480402463052
2077,9307633,2020-01-18 21:07:55,2048869318693275541
2078,9307626,2020-01-18 21:06:55,2036493493262887577
2079,9307608,2020-01-18 21:03:55,2026599584280943832
2080,9307574,2020-01-18 20:54:46,2044317552896569142
2081,9307485,2020-01-18 20:34:04,2052188971628581063
2082,9307406,2020-01-18 20:18:48,2026671697655921748
2083,9307293,2020-01-18 19:55:51,2011576778360000000
2084,9307177,2020-01-18 19:29:28,2054908959578922984
2085,9307152,2020-01-18 19:21:59,2127863269091600579
2086,9307089,2020-01-18 19:08:00,2048334087497136510
2087,9306907,2020-01-18 18:29:36,2016252912657842000
2088,9306771,2020-01-18 17:58:00,2027139681337681645
2089,9306730,2020-01-18 17:48:40,2075365181444200000
2090,9306558,2020-01-18 17:11:50,2068973813978842572
2091,9306540,2020-01-18 17:08:12,2038291880619200000
2092,9306456,2020-01-18 16:51:33,2048346351439092495
2093,9306056,2020-01-18 15:25:33,2012524410150000000
2094,9306015,2020-01-18 15:17:21,2017596486965459168
2095,9305992,2020-01-18 15:12:02,2153945461584416572
2096,9305829,2020-01-18 14:40:29,2133134477608566828
2097,9305406,2020-01-18 13:07:52,2130037410810124990
2098,9305362,2020-01-18 12:58:32,2151965613134063823
2099,9305348,2020-01-18 12:55:15,2093674841584712776
2100,9305097,2020-01-18 11:57:06,2120833104832761746
2101,9305017,2020-01-18 11:39:51,2079220262767622848
2102,9304838,2020-01-18 11:00:21,2201137601726613498
2103,9304752,2020-01-18 10:43:24,2116283375857411414
2104,9304690,2020-01-18 10:29:29,2079313844300000000
2105,9304682,2020-01-18 10:27:18,2194346459790184906
2106,9304569,2020-01-18 10:02:01,2112457877802567723
2107,9304363,2020-01-18 09:16:47,2050901192744581571
2108,9304302,2020-01-18 09:00:06,2109423127880000000
2109,9304129,2020-01-18 08:22:18,2123988830521744996
2110,9303968,2020-01-18 07:46:06,2045281470625783396
2111,9303868,2020-01-18 07:22:36,2147444427400000000
2112,9303834,2020-01-18 07:14:12,2147020390455732025
2113,9303670,2020-01-18 06:39:02,2000000000000000000
2114,9303587,2020-01-18 06:15:42,2001428000000000000
2115,9303380,2020-01-18 05:25:53,2034195750509227830
2116,9303155,2020-01-18 04:36:28,2114786081350651960
2117,9303044,2020-01-18 04:10:41,2017341164043546288
2118,9302948,2020-01-18 03:49:19,2111190016678310000
2119,9302895,2020-01-18 03:37:55,2023730175909200431
2120,9302812,2020-01-18 03:21:42,2090052105759008112
2121,9302742,2020-01-18 03:02:29,2059706741139932787
2122,9302738,2020-01-18 03:01:46,2042961653609237592
2123,9302731,2020-01-18 03:00:22,2081343327694434147
2124,9302464,2020-01-18 02:01:31,2011599709000000000
2125,9302394,2020-01-18 01:48:07,2059415438449917625
2126,9302129,2020-01-18 00:49:42,2041799581433500000
2127,9302044,2020-01-18 00:34:25,2147707871524388839
2128,9301831,2020-01-17 23:52:18,2007174565000000000
2129,9301794,2020-01-17 23:47:07,2014750583375000000
2130,9301766,2020-01-17 23:40:26,2018923100346550000
2131,9301715,2020-01-17 23:29:18,2005463616000000000
2132,9301586,2020-01-17 22:56:43,2008309187500000000
2133,9301580,2020-01-17 22:55:08,2041337955440104716
2134,9301152,2020-01-17 21:21:00,2092341204202837045
2135,9301023,2020-01-17 20:50:07,2085337794952347000
2136,9300941,2020-01-17 20:32:12,2004222140000000000
2137,9300888,2020-01-17 20:22:31,2008509782400000000
2138,9300761,2020-01-17 19:53:34,2073524718018180276
2139,9300741,2020-01-17 19:48:35,2093052953934623568
2140,9300621,2020-01-17 19:16:26,2124146136481723909
2141,9300562,2020-01-17 19:07:05,2001920836000000000
2142,9300447,2020-01-17 18:42:49,2007228968800000000
2143,9300319,2020-01-17 18:15:22,2006006961509871446
2144,9300316,2020-01-17 18:14:53,2064166416932154488
2145,9300292,2020-01-17 18:10:52,2066109475000000000
2146,9300223,2020-01-17 17:55:16,2090604190835917222
2147,9300172,2020-01-17 17:43:39,2054790735550000000
2148,9300034,2020-01-17 17:12:21,2107696860739552006
2149,9300011,2020-01-17 17:06:55,2099880460595878342
2150,9299470,2020-01-17 15:10:13,2081949565821973209
2151,9299455,2020-01-17 15:07:30,2003001678000000000
2152,9299414,2020-01-17 14:59:07,2056475694948053728
2153,9299305,2020-01-17 14:36:27,2046310016344243695
2154,9299126,2020-01-17 13:55:50,2102762493852084016
2155,9299054,2020-01-17 13:40:48,2036703622640503556
2156,9298876,2020-01-17 12:58:01,2070314857244800000
2157,9298873,2020-01-17 12:56:55,2014841938848300749
2158,9298792,2020-01-17 12:39:34,2040911896600000000
2159,9298761,2020-01-17 12:31:20,2128673588512631194
2160,9298443,2020-01-17 11:23:31,2161190874058622152
2161,9298439,2020-01-17 11:22:36,2042261530104604782
2162,9298342,2020-01-17 11:01:22,2080969451571703785
2163,9298302,2020-01-17 10:50:29,2101010010405823300
2164,9298289,2020-01-17 10:46:57,2136597345310101541
2165,9298281,2020-01-17 10:45:00,2182491227244419068
2166,9298162,2020-01-17 10:23:50,2023344062000000000
2167,9298028,2020-01-17 09:54:47,2045906532679388450
2168,9297811,2020-01-17 09:05:10,2082902733431220932
2169,9297798,2020-01-17 09:02:18,2115958643775595996
2170,9297755,2020-01-17 08:51:27,2110038901198899932
2171,9297724,2020-01-17 08:42:17,2034231849915490559
2172,9297692,2020-01-17 08:35:25,2065277762260854607
2173,9297495,2020-01-17 07:55:02,2111097706360281938
2174,9297449,2020-01-17 07:46:05,2150018025722181580
2175,9297438,2020-01-17 07:43:47,2070871308724594170
2176,9297323,2020-01-17 07:15:09,2130164426838227616
2177,9297255,2020-01-17 07:03:48,2096060972582071915
2178,9297180,2020-01-17 06:48:42,2166586411853238320
2179,9297179,2020-01-17 06:48:31,2004769865599955017
2180,9297157,2020-01-17 06:42:53,2068839388135006462
2181,9296954,2020-01-17 05:56:16,2119630627436716323
2182,9296718,2020-01-17 05:06:02,2089962032795991071
2183,9296685,2020-01-17 04:58:20,2105300139599271262
2184,9296529,2020-01-17 04:23:13,2084098932541270950
2185,9296159,2020-01-17 03:01:15,2250970261202702000
2186,9296103,2020-01-17 02:48:17,2164439986147463706
2187,9295933,2020-01-17 02:09:28,2057827869649973791
2188,9295685,2020-01-17 01:17:46,2007768856000000000
2189,9295637,2020-01-17 01:06:21,2045319072011142712
2190,9295545,2020-01-17 00:48:52,2119447041229832837
2191,9295544,2020-01-17 00:48:50,2071313233551679544
2192,9295525,2020-01-17 00:44:29,2015223699877412675
2193,9295391,2020-01-17 00:15:58,2019130539951289055
2194,9295252,2020-01-16 23:43:06,2038310450702770667
2195,9294928,2020-01-16 22:35:23,2040348217637092158
2196,9294892,2020-01-16 22:27:20,2037202610930400000
2197,9294881,2020-01-16 22:25:06,2022117608933821920
2198,9294711,2020-01-16 21:47:31,2024610690522389680
2199,9294627,2020-01-16 21:25:25,2013280904200000000
2200,9294594,2020-01-16 21:17:48,2061795564950911003
2201,9294577,2020-01-16 21:13:04,2003072468000000000
2202,9294575,2020-01-16 21:12:46,2032126121699904000
2203,9294525,2020-01-16 21:04:43,2127287375527803608
2204,9294476,2020-01-16 20:52:14,2054358710513963918
2205,9294426,2020-01-16 20:41:47,2018322132734696383
2206,9294382,2020-01-16 20:30:41,2055544236952863496
2207,9294309,2020-01-16 20:15:50,2024626684349371229
2208,9294233,2020-01-16 19:59:15,2131195678551419887
2209,9294219,2020-01-16 19:56:04,2022366006756034236
2210,9294194,2020-01-16 19:49:38,2006078251931550000
2211,9294112,2020-01-16 19:31:36,2103563442813506862
2212,9294027,2020-01-16 19:15:40,2052646029698512000
2213,9293967,2020-01-16 19:00:46,2061768623180426813
2214,9293837,2020-01-16 18:32:57,2011754492480247392
2215,9293419,2020-01-16 16:57:34,2020629171020000000
2216,9293335,2020-01-16 16:41:01,2078612587138900000
2217,9293190,2020-01-16 16:10:22,2061603807015997323
2218,9293188,2020-01-16 16:10:11,2093435129996894000
2219,9292921,2020-01-16 15:08:38,2125565759169930953
2220,9292913,2020-01-16 15:06:36,2119218031965357932
2221,9292898,2020-01-16 15:02:59,2000000000000000000
2222,9292881,2020-01-16 14:58:10,2133063151360155318
2223,9292828,2020-01-16 14:47:34,2034568622474688060
2224,9292676,2020-01-16 14:13:13,2124183302427192467
2225,9292547,2020-01-16 13:43:42,2226750172378252048
2226,9292520,2020-01-16 13:37:51,2108007981910644151
2227,9292458,2020-01-16 13:23:36,2014611787200000000
2228,9292366,2020-01-16 13:05:43,2053842262246590299
2229,9292238,2020-01-16 12:34:15,2099881744142749798
2230,9291918,2020-01-16 11:20:23,2134922846663410778
2231,9291770,2020-01-16 10:50:43,2026870535310000000
2232,9291511,2020-01-16 09:55:10,2238003230049082467
2233,9291452,2020-01-16 09:42:58,2012721483100000000
2234,9291450,2020-01-16 09:42:51,2004565301500000000
2235,9291436,2020-01-16 09:40:19,2050757904149730249
2236,9291331,2020-01-16 09:16:06,2197507993882592295
2237,9291278,2020-01-16 09:03:42,2161858857968827276
2238,9291271,2020-01-16 09:02:08,2057893676362238510
2239,9291077,2020-01-16 08:15:30,2150756827496189424
2240,9291049,2020-01-16 08:09:14,2019311487500000000
2241,9291038,2020-01-16 08:07:15,2015895863191214183
2242,9291014,2020-01-16 08:02:42,2104370658670242120
2243,9290773,2020-01-16 07:12:07,2020278649400000000
2244,9290737,2020-01-16 07:05:16,2037202768488800000
2245,9290588,2020-01-16 06:33:55,2152314586661844266
2246,9290448,2020-01-16 06:00:49,2129928102824283000
2247,9290309,2020-01-16 05:28:03,2014882098458600000
2248,9290261,2020-01-16 05:19:15,2120249532030834409
2249,9290227,2020-01-16 05:11:52,2044405419063691235
2250,9289993,2020-01-16 04:18:04,2083172305359319120
2251,9289985,2020-01-16 04:17:06,2219218652731038100
2252,9289897,2020-01-16 03:59:24,2085805052499686442
2253,9289840,2020-01-16 03:48:07,2180641651611782396
2254,9289816,2020-01-16 03:45:07,2053964880403549060
2255,9289767,2020-01-16 03:33:20,2063999432704950533
2256,9289700,2020-01-16 03:17:12,2069355535385846932
2257,9289535,2020-01-16 02:40:50,2049030099397341645
2258,9289513,2020-01-16 02:36:52,2105507841780318489
2259,9289408,2020-01-16 02:13:21,2117189682659275957
2260,9289167,2020-01-16 01:17:35,2109244822012139408
2261,9289081,2020-01-16 01:01:17,2060578097249223888
2262,9289017,2020-01-16 00:43:37,2053758132221495962
2263,9289008,2020-01-16 00:42:01,2036782706322606000
2264,9288958,2020-01-16 00:33:33,2003438717600000000
2265,9288949,2020-01-16 00:31:36,2068049444015053098
2266,9288946,2020-01-16 00:31:02,2075347033695833269
2267,9288930,2020-01-16 00:28:27,2003707901967412982
2268,9288744,2020-01-15 23:50:14,2036934570112444250
2269,9288532,2020-01-15 23:02:11,2085502012503994337
2270,9288384,2020-01-15 22:28:47,2016689163688340000
2271,9288365,2020-01-15 22:23:17,2113028907646531478
2272,9288329,2020-01-15 22:14:42,2000789600000000000
2273,9288265,2020-01-15 22:01:58,2014191830750043562
2274,9288233,2020-01-15 21:54:44,2046679752701357457
2275,9288202,2020-01-15 21:47:47,2027572716509058361
2276,9288124,2020-01-15 21:30:31,2109621193822868223
2277,9288109,2020-01-15 21:24:54,2041751654475398340
2278,9287980,2020-01-15 20:56:34,2035351995770854937
2279,9287967,2020-01-15 20:53:07,2079830823210520813
2280,9287793,2020-01-15 20:10:27,2002068099500000000
2281,9287763,2020-01-15 20:04:44,2040380689259750947
2282,9287755,2020-01-15 20:03:40,2048434588460185795
2283,9287651,2020-01-15 19:37:28,2079431591548469392
2284,9287320,2020-01-15 18:22:59,2077763430000104823
2285,9287254,2020-01-15 18:06:43,2062437560549470000
2286,9287153,2020-01-15 17:46:20,2067791694851239379
2287,9287022,2020-01-15 17:17:27,2066785205290940000
2288,9287004,2020-01-15 17:11:11,2069760426952176467
2289,9286635,2020-01-15 15:56:25,2020897873904721359
2290,9286601,2020-01-15 15:48:38,2107364339867851866
2291,9286596,2020-01-15 15:47:07,2071084591200016861
2292,9286571,2020-01-15 15:38:50,2177051383867682796
2293,9286523,2020-01-15 15:30:09,2127198135076309637
2294,9286482,2020-01-15 15:22:30,2098293423485599740
2295,9286423,2020-01-15 15:07:43,2135965108207251761
2296,9286382,2020-01-15 14:56:41,2113343844803644908
2297,9286340,2020-01-15 14:48:45,2065111858683242016
2298,9286170,2020-01-15 14:09:53,2098454552413856588
2299,9285870,2020-01-15 13:01:45,2064213524096435180
2300,9285835,2020-01-15 12:53:21,2148597661668450138
2301,9285827,2020-01-15 12:51:24,2035448623424031610
2302,9285767,2020-01-15 12:39:49,2005585923777993000
2303,9285749,2020-01-15 12:36:18,2065494128710529325
2304,9285680,2020-01-15 12:24:11,2057083691307860576
2305,9285670,2020-01-15 12:21:53,2025654735394867772
2306,9285379,2020-01-15 11:21:44,2072849762891885113
2307,9285035,2020-01-15 09:58:59,2075176737156456000
2308,9284937,2020-01-15 09:36:35,2086770752004378332
2309,9284899,2020-01-15 09:28:35,2127791795740455129
2310,9284875,2020-01-15 09:24:35,2039092561321536776
2311,9284778,2020-01-15 09:03:28,2018240530811600400
2312,9284730,2020-01-15 08:54:33,2142842025402559095
2313,9284493,2020-01-15 07:58:38,2065948929216302400
2314,9284295,2020-01-15 07:16:00,2145780054400579454
2315,9284068,2020-01-15 06:24:34,2000755160000000000
2316,9284052,2020-01-15 06:21:21,2091216416603640661
2317,9283817,2020-01-15 05:30:04,2073696292100000000
2318,9283775,2020-01-15 05:22:49,2003486000016422000
2319,9283631,2020-01-15 04:49:24,2094423044309098585
2320,9283546,2020-01-15 04:30:50,2206025583631829192
2321,9283358,2020-01-15 03:50:34,2067033820400319393
2322,9283203,2020-01-15 03:16:59,2045398811185906754
2323,9283080,2020-01-15 02:50:03,2092682047098049135
2324,9282865,2020-01-15 02:02:19,2029102462819206542
2325,9282860,2020-01-15 02:01:37,2027928936394504831
2326,9282752,2020-01-15 01:40:10,2020779251286555524
2327,9282691,2020-01-15 01:28:50,2109662547308159730
2328,9282636,2020-01-15 01:17:07,2032214447445454482
2329,9282621,2020-01-15 01:13:56,2091703493422682463
2330,9282598,2020-01-15 01:06:31,2049162341368588256
2331,9282564,2020-01-15 00:58:54,2056856714693094441
2332,9282499,2020-01-15 00:44:24,2095639223245068147
2333,9282415,2020-01-15 00:24:46,2002100000002014137
2334,9282310,2020-01-15 00:00:39,2097154007761099939
2335,9282211,2020-01-14 23:35:28,2197348357957479975
2336,9282174,2020-01-14 23:27:27,2009079101000093558
2337,9282123,2020-01-14 23:16:47,2017594712600000000
2338,9282026,2020-01-14 23:00:42,2082542901616387410
2339,9282015,2020-01-14 22:58:22,2106745920694130219
2340,9281861,2020-01-14 22:27:21,2047724006067444982
2341,9281792,2020-01-14 22:14:25,2119140275802076039
2342,9281226,2020-01-14 20:11:05,2035489503210000000
2343,9281215,2020-01-14 20:08:05,2036453168219589071
2344,9281039,2020-01-14 19:29:09,2016748873685200000
2345,9280997,2020-01-14 19:20:00,2102858133892116267
2346,9280789,2020-01-14 18:33:06,2135084573577676044
2347,9280788,2020-01-14 18:32:37,2179569485637999767
2348,9280782,2020-01-14 18:31:08,2006127700002546610
2349,9280742,2020-01-14 18:22:30,2075836033282652736
2350,9280734,2020-01-14 18:20:52,2103023807702879300
2351,9280644,2020-01-14 18:02:28,2121069149238278255
2352,9280587,2020-01-14 17:46:13,2604272479452191136
2353,9280448,2020-01-14 17:17:01,2114174110623207505
2354,9280348,2020-01-14 16:54:28,2164148908712092942
2355,9280244,2020-01-14 16:29:28,2022002547295000000
2356,9280232,2020-01-14 16:27:35,2134065259432006118
2357,9279987,2020-01-14 15:31:23,2138588660128910314
2358,9279848,2020-01-14 14:59:33,2145442280253069345
2359,9279744,2020-01-14 14:36:23,2096362009801075874
2360,9279519,2020-01-14 13:42:20,2040091592184017042
2361,9279329,2020-01-14 12:59:14,2086817687002834576
2362,9279263,2020-01-14 12:45:18,2085887769617104861
2363,9278986,2020-01-14 11:39:49,2237541533278106470
2364,9278980,2020-01-14 11:38:42,2071262745892156404
2365,9278948,2020-01-14 11:31:13,2076472847741935452
2366,9278861,2020-01-14 11:11:23,2057574919052056452
2367,9278701,2020-01-14 10:38:28,2056855704159404977
2368,9278518,2020-01-14 10:04:12,2097052752010551079
2369,9278506,2020-01-14 10:01:51,2161627752701247844
2370,9278386,2020-01-14 09:35:09,2011528820899334634
2371,9278293,2020-01-14 09:15:24,2168557747633808140
2372,9278241,2020-01-14 09:02:38,2106541166200000000
2373,9277946,2020-01-14 08:01:15,2074040730305621342
2374,9277921,2020-01-14 07:54:55,2044960222914043791
2375,9277896,2020-01-14 07:50:48,2035861556479253931
2376,9277792,2020-01-14 07:24:48,2004238155002870724
2377,9277687,2020-01-14 07:01:27,2120665272676986994
2378,9277650,2020-01-14 06:52:42,2053989140574395028
2379,9277641,2020-01-14 06:50:48,2190930778882432682
2380,9277622,2020-01-14 06:47:08,2103311812406034192
2381,9277424,2020-01-14 06:03:14,2045597011801341706
2382,9277309,2020-01-14 05:36:38,2084978453581663268
2383,9277302,2020-01-14 05:34:49,2065133295225693889
2384,9277229,2020-01-14 05:20:02,2097827503518826252
2385,9277114,2020-01-14 04:54:33,2244593390332750084
2386,9276939,2020-01-14 04:11:32,2173566037112647360
2387,9276866,2020-01-14 03:55:09,2044046776612983629
2388,9276856,2020-01-14 03:52:55,2095861089177501004
2389,9276778,2020-01-14 03:34:15,2039898789153616348
2390,9276736,2020-01-14 03:23:24,2060396945694501588
2391,9276698,2020-01-14 03:15:53,2072993339367122157
2392,9276658,2020-01-14 03:06:47,2004698085003611556
2393,9276602,2020-01-14 02:54:48,2172780691935979030
2394,9276586,2020-01-14 02:51:10,2039840596442150075
2395,9276520,2020-01-14 02:38:04,2040438050733920166
2396,9276430,2020-01-14 02:19:16,2060433723835502414
2397,9276116,2020-01-14 01:08:32,2040978203548147198
2398,9276012,2020-01-14 00:47:29,2018924968906119052
2399,9275978,2020-01-14 00:41:38,2049774641582549461
2400,9275973,2020-01-14 00:41:00,2023570512630882218
2401,9275919,2020-01-14 00:30:29,2000028829904074576
2402,9275897,2020-01-14 00:25:50,2044482669354968997
2403,9275740,2020-01-13 23:50:25,2064531204843231359
2404,9275685,2020-01-13 23:36:14,2135131476554001746
2405,9275360,2020-01-13 22:30:57,2011488061800000000
2406,9275123,2020-01-13 21:40:02,2071366611148800000
2407,9274975,2020-01-13 21:04:02,2057497703760278081
2408,9274968,2020-01-13 21:02:41,2001332615671331522
2409,9274856,2020-01-13 20:39:25,2010047548637200000
2410,9274736,2020-01-13 20:12:30,2001452736500000000
2411,9274707,2020-01-13 20:04:27,2021335547183222000
2412,9274627,2020-01-13 19:45:21,2007417698000000000
2413,9274603,2020-01-13 19:41:07,2071994288530000000
2414,9274539,2020-01-13 19:26:05,2030824979093493072
2415,9274401,2020-01-13 18:53:36,2008085164147665000
2416,9274290,2020-01-13 18:28:41,2065810185344409466
2417,9274198,2020-01-13 18:10:01,2051721114500000000
2418,9274164,2020-01-13 18:02:12,2025607210203125755
2419,9274069,2020-01-13 17:42:09,2006607276000000000
2420,9274053,2020-01-13 17:38:27,2002521874475503158
2421,9273608,2020-01-13 15:58:29,2085438211462108066
2422,9273555,2020-01-13 15:47:18,2066291172441761000
2423,9273331,2020-01-13 14:59:35,2048150966250231162
2424,9273132,2020-01-13 14:15:53,2079393497829000848
2425,9273129,2020-01-13 14:14:42,2150798699835009333
2426,9273027,2020-01-13 13:49:43,2093531400997009602
2427,9273017,2020-01-13 13:47:20,2085414511240375600
2428,9273001,2020-01-13 13:43:58,2094747707546582468
2429,9272917,2020-01-13 13:26:22,2124095193827913446
2430,9272888,2020-01-13 13:17:56,2020872340000000000
2431,9272812,2020-01-13 12:59:48,2010625900943974347
2432,9272745,2020-01-13 12:44:00,2099419922082037970
2433,9272364,2020-01-13 11:20:19,2093913667800000000
2434,9272357,2020-01-13 11:19:22,2088243250275906070
2435,9272117,2020-01-13 10:31:22,2090488266966878348
2436,9272046,2020-01-13 10:17:59,2080427241779093812
